full_text,label,language,cleaned_text,is_metadata_only,word_count,contains_rempang
"Sy berharap @aniesbaswedan punya tim hukum yg faham ttg hukum tanah Indonesia (agraria) utk bisa membantu pemahaman masalah Rempang. Krn tentu suatu saat akan kesana dan bicara dg masy disana, yg tentu pendapat ttg hal itu akan dinilai masy serta diperbandingkan dg rivalnya.",,id,"Sy berharap @aniesbaswedan punya tim hukum yg faham ttg hukum tanah Indonesia  agraria  utk bisa membantu pemahaman masalah Rempang. Krn tentu suatu saat akan kesana dan bicara dg masy disana, yg tentu pendapat ttg hal itu akan dinilai masy serta diperbandingkan dg rivalnya.",False,43,True
"Hingga saat ini upaya Pak Menteri Bahlil Kawal Investasi di Rempang Eco-City tetap konsisten memberikan hak² warga yang terdampak seperti Rumah Hunian, uang saku danlain2 dan itu mendapat dukungan dr @DPR_RI  @jawapos @CNN https://t.co/35zhUflNpg",,id,"Hingga saat ini upaya Pak Menteri Bahlil Kawal Investasi di Rempang Eco-City tetap konsisten memberikan hak² warga yang terdampak seperti Rumah Hunian, uang saku danlain2 dan itu mendapat dukungan dr @DPR_RI  @jawapos @CNN https   t.co 35zhUflNpg",False,33,True
"@floreskekinian2 Betul betul betul, beneran Pak Bahlil Kawal Investasi #HIPMIRempang yang sebelumnya sempat kemakan trust Issue tentang Rempang Eco City, tapi alhamdulillah dilanjutkan kembali proyeknya sampe dapat apresiasi lagi",,id,"@floreskekinian2 Betul betul betul, beneran Pak Bahlil Kawal Investasi #HIPMIRempang yang sebelumnya sempat kemakan trust Issue tentang Rempang Eco City, tapi alhamdulillah dilanjutkan kembali proyeknya sampe dapat apresiasi lagi",False,29,True
"#HIPMIRempang yakin dengan masa depan yang cerah dari investasi Rempang, berharap proyek ini akan memberi manfaat bagi ekonomi nasional dan daerah serta kesejahteraan masyarakat akhirnya Bahlil Kawal Investasi   https://t.co/lV841flwQT https://t.co/RlbSpUhJr2",,id,"#HIPMIRempang yakin dengan masa depan yang cerah dari investasi Rempang, berharap proyek ini akan memberi manfaat bagi ekonomi nasional dan daerah serta kesejahteraan masyarakat akhirnya Bahlil Kawal Investasi   https   t.co lV841flwQT https   t.co RlbSpUhJr2",False,32,True
"@psi_id Kalau begini2an nanti saja. Belum bikin simpati dan nambah elektabilitas. Ayo dibawa Ketum PSI ke Rempang, Kalsel atau Maluku dsb.  Buktikan patriotisme Pemuda itu bukan generasi jingkrak atau picnic unfaedah. Bisa nggak PSI rangkul Rakyat yang didzalimi?",,id,"@psi_id Kalau begini2an nanti saja. Belum bikin simpati dan nambah elektabilitas. Ayo dibawa Ketum PSI ke Rempang, Kalsel atau Maluku dsb.  Buktikan patriotisme Pemuda itu bukan generasi jingkrak atau picnic unfaedah. Bisa nggak PSI rangkul Rakyat yang didzalimi?",False,37,True
"@gendut71teng2 Yaa pastinya begitu, karena anggaran untuk pembangunan perumahan rakyat belum tentu ada, sebelum pengolahan pabrik berjalan atau export pasir kuarsa dari lepas Pantai Rempang dan sekitarnya. 🤫🤭 https://t.co/uyDAqLMlmR",,id,"@gendut71teng2 Yaa pastinya begitu, karena anggaran untuk pembangunan perumahan rakyat belum tentu ada, sebelum pengolahan pabrik berjalan atau export pasir kuarsa dari lepas Pantai Rempang dan sekitarnya.    https   t.co uyDAqLMlmR",False,29,True
Sosialisasi dan pendataan terhadap warga terdampak proyek pengembangan Rempang Eco-City masih terus berlangsung. Menurut data BP Batam sudah ada 300 KK yang bersedia dari sekitar 900 KK.  Source : https://t.co/ifpM89qaS9  #Rempang #NKRI #RempangEcoCity https://t.co/DrrRlSDoLl,,id,Sosialisasi dan pendataan terhadap warga terdampak proyek pengembangan Rempang Eco-City masih terus berlangsung. Menurut data BP Batam sudah ada 300 KK yang bersedia dari sekitar 900 KK.  Source   https   t.co ifpM89qaS9  #Rempang #NKRI #RempangEcoCity https   t.co DrrRlSDoLl,False,34,True
"@IND0_Update @MataNajwa @Metro_TV @tvOneNews Semakin byk yg mendukung pak Bahlil Kawal Investasi di Rempang Eco City, semakin cepat realisasinya. Dan makin meningkat kesejahteraan ekonomi rakyat disana.  #HIPMIRempang",,id,"@IND0_Update @MataNajwa @Metro_TV @tvOneNews Semakin byk yg mendukung pak Bahlil Kawal Investasi di Rempang Eco City, semakin cepat realisasinya. Dan makin meningkat kesejahteraan ekonomi rakyat disana.  #HIPMIRempang",False,25,True
"Selain memberikan Apresiasi kepada Menteri Bahlil Kawal Investasi atas pendekatan Pak Bahlil melakukan sosialisasi, #HIPMIRempang siap memberikan pelatihan Wirausaha untuk warga Rempang yg terdampak. @sandiuno  @ridwan",,id,"Selain memberikan Apresiasi kepada Menteri Bahlil Kawal Investasi atas pendekatan Pak Bahlil melakukan sosialisasi, #HIPMIRempang siap memberikan pelatihan Wirausaha untuk warga Rempang yg terdampak. @sandiuno  @ridwan",False,26,True
"Bahlil Tolak Bebaskan Warga Rempang: Sudah Kami Bantu 8 Orang, tapi yang Anarkis Tetap Diproses.  RAKYAT BERPERILAKU PREMAN DIKARENAKAN KEBIJAKAN YANG DIBUAT BAGAI KEKUASAAN PREMAN TERHADAP PEMILIK KEDAULATAN NEGARA YAITU RAKYAT"" @myputun https://t.co/zhHi3TrnWo""",,id,"Bahlil Tolak Bebaskan Warga Rempang  Sudah Kami Bantu 8 Orang, tapi yang Anarkis Tetap Diproses.  RAKYAT BERPERILAKU PREMAN DIKARENAKAN KEBIJAKAN YANG DIBUAT BAGAI KEKUASAAN PREMAN TERHADAP PEMILIK KEDAULATAN NEGARA YAITU RAKYAT  @myputun https   t.co zhHi3TrnWo",False,33,True
"@sindoe @AzzamIzzulhaq Kalem aja gak usah nge-gas anda mau dukung pemerintah ya monggo, anda mau bilang pembangunan pabrik di rempang dan KCIC kerjasama dengan China ya monggo gwa cuma concern sama utang nya aja bro",,id,"@sindoe @AzzamIzzulhaq Kalem aja gak usah nge-gas anda mau dukung pemerintah ya monggo, anda mau bilang pembangunan pabrik di rempang dan KCIC kerjasama dengan China ya monggo gwa cuma concern sama utang nya aja bro",False,34,True
langkah dari menteri Bahlil dalam investasi proyek rempang eco park mendapat dukungan dari himpunan pengusaha muda Indonesia (HIPMI) agar terus membangun dan memperjuangkan kesejahteraan masyarakat sekitar yang menjanjikan. Bahlil Kawal Investasi #HIPMIRempang https://t.co/VojStUqHIz,,id,langkah dari menteri Bahlil dalam investasi proyek rempang eco park mendapat dukungan dari himpunan pengusaha muda Indonesia  HIPMI  agar terus membangun dan memperjuangkan kesejahteraan masyarakat sekitar yang menjanjikan. Bahlil Kawal Investasi #HIPMIRempang https   t.co VojStUqHIz,False,34,True
"Bismillah  Belasan warga Rempang Ibu² &amp  anaknya didampingi Tim advokat Ke Mapolresta Barelang.  Mereka kesana mengajukan permohonan pembebasan 30 orang keluarganya yg ditahan Polisi, yg terakhir kabarnya sdh dijadikan tersangka (03/10/2023)  Astaghfirullah 😔  #SaveRempangBatam https://t.co/O58HIHS422",,id,"Bismillah  Belasan warga Rempang Ibu²  amp  anaknya didampingi Tim advokat Ke Mapolresta Barelang.  Mereka kesana mengajukan permohonan pembebasan 30 orang keluarganya yg ditahan Polisi, yg terakhir kabarnya sdh dijadikan tersangka  03 10 2023   Astaghfirullah   #SaveRempangBatam https   t.co O58HIHS422",False,37,True
"HATI..HATI  CINO  MENGUASAI  TANAH AIR  KITA. REMPANG  TETAP LAH  BERJUANG . KALAU  REMPANG  MENANG , INSYAALLAH SELAMAT  LAH WILAYAH  LAIN. BELAJAR  DARI  PENGALAN RAKYAT  PALESTINA ..YG WILAYAH  NYA  TERUUUS  DI AMBIL  MUSUH 👺KITA  MESTI SEKUAT  TENAGA  MENJAGA TANAH  KITA 🇲🇨",,de,"HATI..HATI  CINO  MENGUASAI  TANAH AIR  KITA. REMPANG  TETAP LAH  BERJUANG . KALAU  REMPANG  MENANG , INSYAALLAH SELAMAT  LAH WILAYAH  LAIN. BELAJAR  DARI  PENGALAN RAKYAT  PALESTINA ..YG WILAYAH  NYA  TERUUUS  DI AMBIL  MUSUH KITA  MESTI SEKUAT  TENAGA  MENJAGA TANAH  KITA",False,38,True
Kasus Pulau Rempang masih bergulir. Tim Advokasi Solidaritas Nasional untuk Rempang memasukkan gugatan praperadilan terhadap kepolisian terkait 30 warga yang masih ditahan sejak 11 September. #VideoBerita #AdadiKompas   https://t.co/vYjz68LaBR,,id,Kasus Pulau Rempang masih bergulir. Tim Advokasi Solidaritas Nasional untuk Rempang memasukkan gugatan praperadilan terhadap kepolisian terkait 30 warga yang masih ditahan sejak 11 September. #VideoBerita #AdadiKompas   https   t.co vYjz68LaBR,False,29,True
"@ganjarpranowo Lagi ngadrun ya.. cari dukungan dari suku Melayu.. coba aja pak lanjutkan ke Rempang.. cari suara dan dukungan, buat rakyat dan penduduk Riau harus berhati-hati.",,id,"@ganjarpranowo Lagi ngadrun ya.. cari dukungan dari suku Melayu.. coba aja pak lanjutkan ke Rempang.. cari suara dan dukungan, buat rakyat dan penduduk Riau harus berhati-hati.",False,25,True
"Tumbuhkan investasi, wujudkan perubahan! HIPMI mengucapkan terima kasih kepada Menteri Bahlil yang dengan tekun mengawal proyek Rempang Eco Park. @liputan6dotcom  Bahlil Kawal Investasi #HIPMIRempang https://t.co/MzeMxu8rOh",,id,"Tumbuhkan investasi, wujudkan perubahan! HIPMI mengucapkan terima kasih kepada Menteri Bahlil yang dengan tekun mengawal proyek Rempang Eco Park. @liputan6dotcom  Bahlil Kawal Investasi #HIPMIRempang https   t.co MzeMxu8rOh",False,26,True
@MichelAdam7__ @NHastom Trs Dokternya blg  mulai sekarang Pak Luhut tdk boleh Kerja apapun hrs Istirahat total minimal 5 thn  Si Kakek Luhut blg Siap Dokter  Kemungkinan besar nti dlm Istirahat dia akan dpt bisikan ghoib blg : Luhut sumbangkan semua uangmu utk Rakyat Rempang Kata Luhut : Siiiaaappp,,id,@MichelAdam7__ @NHastom Trs Dokternya blg  mulai sekarang Pak Luhut tdk boleh Kerja apapun hrs Istirahat total minimal 5 thn  Si Kakek Luhut blg Siap Dokter  Kemungkinan besar nti dlm Istirahat dia akan dpt bisikan ghoib blg   Luhut sumbangkan semua uangmu utk Rakyat Rempang Kata Luhut   Siiiaaappp,False,44,True
"Maksud w tuh kek??? Mikir bjir udah gede, gua aja sampw gumoh baca berita lokal pusing banget stress argghhh. Setiap akun punya hal yang mereka up masing masing, kalo lu mantengin berita timteng ya gabakal nongol nama rempang di sana",,id,"Maksud w tuh kek??? Mikir bjir udah gede, gua aja sampw gumoh baca berita lokal pusing banget stress argghhh. Setiap akun punya hal yang mereka up masing masing, kalo lu mantengin berita timteng ya gabakal nongol nama rempang di sana",False,39,True
@kompascom XINYI INVESTASI BODONG DI REMPANG PENELITI NCW. MUFAKAT JAHAT GRUOP XINYI. TERBUKTI DI BANGKA. DI JATIM   CASFLOW NYA $31 dan Aset juga dikit. Saham Xinyi jua jatuh di Bursa Hongkong,,id,@kompascom XINYI INVESTASI BODONG DI REMPANG PENELITI NCW. MUFAKAT JAHAT GRUOP XINYI. TERBUKTI DI BANGKA. DI JATIM   CASFLOW NYA  31 dan Aset juga dikit. Saham Xinyi jua jatuh di Bursa Hongkong,False,31,True
"terima kasih kami ucapkan kepada bapak Kabaintelkam Polri yang telah memberikan bantuan sembako kepada kami, warga relokasi Rempang Batam...ibu Dedi, istri Bapak Dedi Yunhar... Hamas Gaza Hujan https://t.co/QP2mBxjM1I https://t.co/yNwOw8Glcp",,id,"terima kasih kami ucapkan kepada bapak Kabaintelkam Polri yang telah memberikan bantuan sembako kepada kami, warga relokasi Rempang Batam...ibu Dedi, istri Bapak Dedi Yunhar... Hamas Gaza Hujan https   t.co QP2mBxjM1I https   t.co yNwOw8Glcp",False,32,True
"Siapa yg menerima setoran UWT sebanyak itu? Rakyat Rempang yg dikorbankan sementara ada yg berpesta pora menerima uang sewa.  Menyewakan tanah orang lain lagi, smg perutnya pecah krn makan uang yg bukan haknya.",,id,"Siapa yg menerima setoran UWT sebanyak itu? Rakyat Rempang yg dikorbankan sementara ada yg berpesta pora menerima uang sewa.  Menyewakan tanah orang lain lagi, smg perutnya pecah krn makan uang yg bukan haknya.",False,33,True
Kami bersama untuk mendukung investasi berkelanjutan! HIPMI memberikan apresiasi kepada Menteri Bahlil yang dengan tekun mengawal proyek Rempang Eco Park. @bahlillahadalia  Bahlil Kawal Investasi #HIPMIRempang,,id,Kami bersama untuk mendukung investasi berkelanjutan! HIPMI memberikan apresiasi kepada Menteri Bahlil yang dengan tekun mengawal proyek Rempang Eco Park. @bahlillahadalia  Bahlil Kawal Investasi #HIPMIRempang,False,25,True
"Dengan penempatan masyarakat Rempang yang ada di hunian sementara, dalam memastikan pak Bahlil Kawal Investasi dengan baik hak-hak masyarakat Rempang pun harus terpenuhi  #HIPMIRempang https://t.co/Zf4AwDTYlt",,id,"Dengan penempatan masyarakat Rempang yang ada di hunian sementara, dalam memastikan pak Bahlil Kawal Investasi dengan baik hak-hak masyarakat Rempang pun harus terpenuhi  #HIPMIRempang https   t.co Zf4AwDTYlt",False,25,True
@CNNIndonesia HAY MENTRI VAHLUL LO KIRA TANAH NENEK MOTANG REMPANG KSU SIAPA MAUKERHA SAMA  CHINA KOMUNIS ITU JAMI RAH6AT MELAYU TIDAK AKAN MEMBERIKAN TANAH JAMI SEJENGKAL PUN PADA PENGIKUT OLIGARKY,,id,@CNNIndonesia HAY MENTRI VAHLUL LO KIRA TANAH NENEK MOTANG REMPANG KSU SIAPA MAUKERHA SAMA  CHINA KOMUNIS ITU JAMI RAH6AT MELAYU TIDAK AKAN MEMBERIKAN TANAH JAMI SEJENGKAL PUN PADA PENGIKUT OLIGARKY,False,30,True
"TVR 120- Komisi II DPR RI: Kejelasan Status Kampung Tua Di Pulau Rempang  Pembangunan Proyek Strategis Nasional Rempang Eco City, memerlukan koordinasi yang sinergi &amp  terpadu antara BP Batam dengan Pemerintah Daerah Kota Batam #tvrparlemen #dprri #tvr120 https://t.co/SZ6cduvg6X",,id,"TVR 120- Komisi II DPR RI  Kejelasan Status Kampung Tua Di Pulau Rempang  Pembangunan Proyek Strategis Nasional Rempang Eco City, memerlukan koordinasi yang sinergi  amp  terpadu antara BP Batam dengan Pemerintah Daerah Kota Batam #tvrparlemen #dprri #tvr120 https   t.co SZ6cduvg6X",False,38,True
"@floreskekinian2 Dari awal Pak Bahlil Kawal Investasi di pulau rempang keren banget sih... Untuk pendekatannya yang humanis, mendengarkan apa yang di inginkan rakyat. Salut banget #HIPMIRempang",,id,"@floreskekinian2 Dari awal Pak Bahlil Kawal Investasi di pulau rempang keren banget sih... Untuk pendekatannya yang humanis, mendengarkan apa yang di inginkan rakyat. Salut banget #HIPMIRempang",False,26,True
"@Amienstein Keponakanku baca ini ngakak, jgn2 kau bukan orang indonesia yg jarang baca dan liat berita bekal, anak bunuh ortu, rempang digusur, papua dll. Mungkin kau gak tau dari sblm jaman majapahit jg banyak perang. Sana belajar yg rajin kau",,id,"@Amienstein Keponakanku baca ini ngakak, jgn2 kau bukan orang indonesia yg jarang baca dan liat berita bekal, anak bunuh ortu, rempang digusur, papua dll. Mungkin kau gak tau dari sblm jaman majapahit jg banyak perang. Sana belajar yg rajin kau",False,40,True
"@tvOneNews Jika rempang lolos, bisa jd esok lusa akan terjadi di daerah lain. Semoga pemimpin dan pemerintah selanjutnya amanah utk rakyat bkn amanah utk investor",,id,"@tvOneNews Jika rempang lolos, bisa jd esok lusa akan terjadi di daerah lain. Semoga pemimpin dan pemerintah selanjutnya amanah utk rakyat bkn amanah utk investor",False,25,True
Hal ini juga dapat memperoleh kesempatan kerja yang layak di daerahnya sendiri. Rempang akan semakin tertata rapi dan maju.   Bahlil Kawal Investasi  #HIPMIRempang  https://t.co/v2OmEW6NOE,,id,Hal ini juga dapat memperoleh kesempatan kerja yang layak di daerahnya sendiri. Rempang akan semakin tertata rapi dan maju.   Bahlil Kawal Investasi  #HIPMIRempang  https   t.co v2OmEW6NOE,False,25,True
"Pemerintah klaim 300 dari 900 KK setuju relokasi (geser). Ini kebohongan besar. Kami mendengar langsung ketika bertemu warga, mereka mengatakan tidak betul klaim tsb. Video2 sbb ini dikirim oleh tim di lapangan. #rempang https://t.co/KEuEMauzwb",,id,"Pemerintah klaim 300 dari 900 KK setuju relokasi  geser . Ini kebohongan besar. Kami mendengar langsung ketika bertemu warga, mereka mengatakan tidak betul klaim tsb. Video2 sbb ini dikirim oleh tim di lapangan. #rempang https   t.co KEuEMauzwb",False,35,True
@KompasTV Bukti pencaplokan Zionis. Kok dibela?  Yg bela  Israel orang paling tolol. Siapapun kalau diambil tanahnya akan pasti berontak. Demikian jg dgn kita di rempang dan wilayah lainnya. https://t.co/OxvwLYa596,,id,@KompasTV Bukti pencaplokan Zionis. Kok dibela?  Yg bela  Israel orang paling tolol. Siapapun kalau diambil tanahnya akan pasti berontak. Demikian jg dgn kita di rempang dan wilayah lainnya. https   t.co OxvwLYa596,False,30,True
"Yes, saya juga mendukung #HIPMIRempang, dengan nilai investasi   yg ditaksir 381 T Rempang EcoCity melalui Bahlil Kawal Investasi diyakini dapat memberikan  ekslasi bagipleningkatan kualitas hidup&amp  kesejahteraan warga rempang. @poskotanetwork @kumparan https://t.co/YkzRINHY8R",,id,"Yes, saya juga mendukung #HIPMIRempang, dengan nilai investasi   yg ditaksir 381 T Rempang EcoCity melalui Bahlil Kawal Investasi diyakini dapat memberikan  ekslasi bagipleningkatan kualitas hidup amp  kesejahteraan warga rempang. @poskotanetwork @kumparan https   t.co YkzRINHY8R",False,32,True
Investasi yang dipercepat oleh Bahlil di Pulau Rempang adalah contoh nyata bahwa pembangunan inklusif dan berkelanjutan adalah kunci untuk memajukan daerah. Sukses terus untuk perubahan yang lebih baik! Rempang Aman  #DukungBahlil https://t.co/WcdB1nYtNt,,id,Investasi yang dipercepat oleh Bahlil di Pulau Rempang adalah contoh nyata bahwa pembangunan inklusif dan berkelanjutan adalah kunci untuk memajukan daerah. Sukses terus untuk perubahan yang lebih baik! Rempang Aman  #DukungBahlil https   t.co WcdB1nYtNt,False,33,True
"@abwnews_ Ayo bantu up, share ke semua media yang ada. Kita tidak bisa bantu hadir di rempang untuk bela saudara2 kita yang ada di sana. Tapi setidaknya kita bisa suarakan, rasa prihatin kita dengan bantu up video ini dan share ke semua sosmed. ☹️☹️☹️ https://t.co/ogAW1BbaGW",,id,"@abwnews_ Ayo bantu up, share ke semua media yang ada. Kita tidak bisa bantu hadir di rempang untuk bela saudara2 kita yang ada di sana. Tapi setidaknya kita bisa suarakan, rasa prihatin kita dengan bantu up video ini dan share ke semua sosmed.  https   t.co ogAW1BbaGW",False,44,True
"Himpunan Pengusaha Muda Indonesia (HIPMI) dukung Investasi dan apresiasi tindakan Bahlil Kawal Investasi Rempang Eco City. Upaya dukungan atas proyek ini, HIPMI siap kolaborasi dengan pemerintah untuk meningkatkan keterampilan dan integritas warga melalui pelatihan #HIPMIRempang",,id,"Himpunan Pengusaha Muda Indonesia  HIPMI  dukung Investasi dan apresiasi tindakan Bahlil Kawal Investasi Rempang Eco City. Upaya dukungan atas proyek ini, HIPMI siap kolaborasi dengan pemerintah untuk meningkatkan keterampilan dan integritas warga melalui pelatihan #HIPMIRempang",False,35,True
HIMPI memberikan perhatian besar terhadap investasi Rempang Eco City yg terus dikawal oleh Menteri Investasi @bahlillahadalia sejak awal hingga saat ini dan siap membantu menyukseskan investasi ini. @detikcom  Bahlil Kawal Investasi  #HIPMIRempang  https://t.co/5Fzs9w8JIb,,id,HIMPI memberikan perhatian besar terhadap investasi Rempang Eco City yg terus dikawal oleh Menteri Investasi @bahlillahadalia sejak awal hingga saat ini dan siap membantu menyukseskan investasi ini. @detikcom  Bahlil Kawal Investasi  #HIPMIRempang  https   t.co 5Fzs9w8JIb,False,34,True
"#live   Saat ini sedang berlangsung dialog dengan topik: BKPM Sebut Ada WNA Provokasi Warga Rempang bersama Habib Syakur Ali Mahdi - Inisiator Gerakan Nurani Kebangsaan (GNK) yang dipandu oleh Amira Arief   Selengkapnya dengarkan di 88,8FM &amp  RRI Digital.            #IMPagi -MAK https://t.co/BDETi4cllL",,id,"#live   Saat ini sedang berlangsung dialog dengan topik  BKPM Sebut Ada WNA Provokasi Warga Rempang bersama Habib Syakur Ali Mahdi - Inisiator Gerakan Nurani Kebangsaan  GNK  yang dipandu oleh Amira Arief   Selengkapnya dengarkan di 88,8FM  amp  RRI Digital.            #IMPagi -MAK https   t.co BDETi4cllL",False,39,True
"@m_husni_m @Ratat4x @deddysitorus @elisa_jkt @NasDem Ini statement beliau tentang rempang, bagian mananya yg menurut ente mendukung aksi anarkis aparat? Mending ente tanya tuh ketua DPW nasdem Kepri yg juga walikota Batam, kenapa masalah Rempang begitu runyam! https://t.co/nQMgAsYM0p",,id,"@m_husni_m @Ratat4x @deddysitorus @elisa_jkt @NasDem Ini statement beliau tentang rempang, bagian mananya yg menurut ente mendukung aksi anarkis aparat? Mending ente tanya tuh ketua DPW nasdem Kepri yg juga walikota Batam, kenapa masalah Rempang begitu runyam! https   t.co nQMgAsYM0p",False,36,True
"Iya patut kita berikan Apresiasi kepada Pak Bahlil selaku aktor penting dalam berjalannya #HIPMIRempang ini,perlahan-lahan masyarakat rempang akan sangat tertarik dengan adanya suatu yang baru dan kebutuhan yg baru. Bahlil Kawal Investasi @MetroTVToday  https://t.co/7QPlFUu2ae",,id,"Iya patut kita berikan Apresiasi kepada Pak Bahlil selaku aktor penting dalam berjalannya #HIPMIRempang ini,perlahan-lahan masyarakat rempang akan sangat tertarik dengan adanya suatu yang baru dan kebutuhan yg baru. Bahlil Kawal Investasi @MetroTVToday  https   t.co 7QPlFUu2ae",False,35,True
"@tempodotco Negara ini jadi apaan sih..terang benerang utak atik! Parah @mohmahfudmd @Fahrihamzah , entah pada kemana, yg sebelah sana utak atik unu, sebelah sana jor jor an IKN, sebelah sana Bbm naik, seblah sino rempang investor bla bla sbelah sono ini itu, porsi rakyat na manaa woii",,id,"@tempodotco Negara ini jadi apaan sih..terang benerang utak atik! Parah @mohmahfudmd @Fahrihamzah , entah pada kemana, yg sebelah sana utak atik unu, sebelah sana jor jor an IKN, sebelah sana Bbm naik, seblah sino rempang investor bla bla sbelah sono ini itu, porsi rakyat na manaa woii",False,47,True
HIPMI optimis bahwa investasi Rempang akan menjadi pendorong pertumbuhan ekonomi nasional. Dukungan Menteri Investasi Bahlil Lahadalia sangat berarti dalam memastikan proyek ini sukses dan memberikan manfaat bagi semua. #HIPMIRempang Bahlil Kawal Investasi https://t.co/H7CKImn3eD,,id,HIPMI optimis bahwa investasi Rempang akan menjadi pendorong pertumbuhan ekonomi nasional. Dukungan Menteri Investasi Bahlil Lahadalia sangat berarti dalam memastikan proyek ini sukses dan memberikan manfaat bagi semua. #HIPMIRempang Bahlil Kawal Investasi https   t.co H7CKImn3eD,False,34,True
Bahlil Kawal Investasi yg terjadi di Pulau Rempang dan memastikan bahwa pemerintah benar-benar memberikan jaminan hak kepada rakyat Rempang yg terkena dampak pembangunan proyek Rempang Eco Park #HIPMIRempang https://t.co/6PijV4Url4,,id,Bahlil Kawal Investasi yg terjadi di Pulau Rempang dan memastikan bahwa pemerintah benar-benar memberikan jaminan hak kepada rakyat Rempang yg terkena dampak pembangunan proyek Rempang Eco Park #HIPMIRempang https   t.co 6PijV4Url4,False,29,True
"Rame-rame Proyek Strategi Nasional (PSN) di Rempang, sebenarnya ada apa ya?  Episode 1 Siaga Bicara mengundang Dewi Kartika, Sekjen KPA untuk berbicara mengenai penggusuran di Pulau Rempang.  Selengkapnya di: https://t.co/Qpa6QFE4VK  #RempangEcoCity #PSN #Penggusuran #SiagaBicara",,id,"Rame-rame Proyek Strategi Nasional  PSN  di Rempang, sebenarnya ada apa ya?  Episode 1 Siaga Bicara mengundang Dewi Kartika, Sekjen KPA untuk berbicara mengenai penggusuran di Pulau Rempang.  Selengkapnya di  https   t.co Qpa6QFE4VK  #RempangEcoCity #PSN #Penggusuran #SiagaBicara",False,33,True
"Investasi Rempang bisa jadi contoh utk kedepan, Kondusifitas investasi di Indonesia yg sedang tinggi harus dijaga, karena kita juga berkompetisi dengan negara lain dalam menarik FDI, @detikcom @bahlillahadalia Bahlil Kawal Investasi  #HIPMIRempang https://t.co/nNE7PSOdYm",,id,"Investasi Rempang bisa jadi contoh utk kedepan, Kondusifitas investasi di Indonesia yg sedang tinggi harus dijaga, karena kita juga berkompetisi dengan negara lain dalam menarik FDI, @detikcom @bahlillahadalia Bahlil Kawal Investasi  #HIPMIRempang https   t.co nNE7PSOdYm",False,34,True
"Nah Lo ! .. ini berlaku juga di tiap proyek strategis nasional ntah di IKN, Rempang ECO city maupun PSN lainnya yg mengijinkan investor untuk membawa karyawannya orang² sendiri, jadi dengan alasan tersebut pekerja lokal gak guna, maka jadilah PROYEK STRATEGI NASIONAL.",,id,"Nah Lo ! .. ini berlaku juga di tiap proyek strategis nasional ntah di IKN, Rempang ECO city maupun PSN lainnya yg mengijinkan investor untuk membawa karyawannya orang² sendiri, jadi dengan alasan tersebut pekerja lokal gak guna, maka jadilah PROYEK STRATEGI NASIONAL.",False,40,True
"terima kasih kami ucapkan kepda bapak Kabaintelkam Polri yang telah ngasih bantuan sembako kepda kami, warga relokasi Rempang Batam... ibu Dedi, istri Bapak Dedi Yunhar... Hamas Gaza Hujan https://t.co/I48jHe73n1 https://t.co/QbISKXUqht",,id,"terima kasih kami ucapkan kepda bapak Kabaintelkam Polri yang telah ngasih bantuan sembako kepda kami, warga relokasi Rempang Batam... ibu Dedi, istri Bapak Dedi Yunhar... Hamas Gaza Hujan https   t.co I48jHe73n1 https   t.co QbISKXUqht",False,32,True
"DEMOCRAZY News | Berita &amp  Politik Indonesia: Terungkap Korupsi Setoran UWT Rempang Eco City Rp ... https://t.co/tB0511hBFp      BAH LOH NGOTOT AMAT SEBABNYA UTU. JELASKAN BAHLUL, LUHUT",,id,"DEMOCRAZY News   Berita  amp  Politik Indonesia  Terungkap Korupsi Setoran UWT Rempang Eco City Rp ... https   t.co tB0511hBFp      BAH LOH NGOTOT AMAT SEBABNYA UTU. JELASKAN BAHLUL, LUHUT",False,25,True
@awemany 54 kursi di DPR Bau kentutnya saja tdk lagi terdengar  Harga2 naik beras  Telur  Susu  BBM  Masalah :  Rempang Wadas Ikn UU obl UU kes  Minta maaf ke PKI  kalian kurang greget terlalu vokus AHY hrs cawapres  Sebaiknya cepat gabung Ki lurah agar jelas posisi @PDemokrat https://t.co/XzoRVCsNgs,,id,@awemany 54 kursi di DPR Bau kentutnya saja tdk lagi terdengar  Harga2 naik beras  Telur  Susu  BBM  Masalah    Rempang Wadas Ikn UU obl UU kes  Minta maaf ke PKI  kalian kurang greget terlalu vokus AHY hrs cawapres  Sebaiknya cepat gabung Ki lurah agar jelas posisi @PDemokrat https   t.co XzoRVCsNgs,False,48,True
"Bebaskan tahanan demo Rempang, mereka mempertahankan tanah yg mereka tempati sejak abad 18. Fahami Kemanusiaan Yang Adil Dan BERADAB.   Bukan Kemanusiaan Yang Sesat Mengsengsarakan Rakyat.  @mohmahfudmd  @ListyoSigitP  @DPDRI  @DPR_RI  @YLBHI  @KomnasHAM  https://t.co/MB7GZ5NNCV",,id,"Bebaskan tahanan demo Rempang, mereka mempertahankan tanah yg mereka tempati sejak abad 18. Fahami Kemanusiaan Yang Adil Dan BERADAB.   Bukan Kemanusiaan Yang Sesat Mengsengsarakan Rakyat.  @mohmahfudmd  @ListyoSigitP  @DPDRI  @DPR_RI  @YLBHI  @KomnasHAM  https   t.co MB7GZ5NNCV",False,31,True
